"","X","eeg_nr","leistung_m","inbetrieb_m","gem_m","b_wgs84","l_wgs84","nabe_m","rotor_m","gem","plz","ort","leistung","inbetriebnahme","menge_kwh","nearest","menge_mwh","area_m2","area_km2","kwh_m2"
"539",539,"E31238010000000000000012414517212","2000","3.8.2010",7232321,50.126578,6.497078,105,90,723208070,54655,"Kyllburg",2000,"2010-08-03",1767024,413,1767,170569,0.170569,10.359584684204
"540",540,"E31238010000000000000012414517213","2000","3.8.2010",7232321,50.130503,6.500467,105,90,723208070,54655,"Kyllburg",2000,"2010-08-03",1767024,396,1767,156816,0.156816,11.2681359044995
"541",541,"E31238010000000000000012414517226","2000","29.7.2010",7232321,50.128036,6.502308,105,90,723208070,54655,"Kyllburg",2000,"2010-07-29",1767024,396,1767,156816,0.156816,11.2681359044995
"542",542,"E31238010000000000000012414517229","2000","27.7.2010",7232321,50.130261,6.504964,95,90,723208070,54655,"Kyllburg",2000,"2010-07-27",1767024,390,1767,152100,0.1521,11.6175147928994
"543",543,"E31238010000000000000012414595385","2000","23.8.2010",7232321,50.130956,6.509025,105,90,723208070,54655,"Kyllburg",2000,"2010-08-23",1767024,390,1767,152100,0.1521,11.6175147928994
"544",544,"E31238010000000000000012637822952","2300","2.4.2012",7235141,49.752933,6.766932,13838,82,723504085,54318,"Mertesdorf",2300,"2012-04-02",4938506,160,4939,25600,0.0256,192.910390625
"545",545,"E31238010000000000000012637822953","2300","3.2.2012",7235141,49.753127,6.77201,13838,82,723504085,54318,"Mertesdorf",2300,"2012-02-03",4938506,159,4939,25281,0.025281,195.344567066176
"546",546,"E31238010000000000000012637880079","2000","19.8.2010",7235141,49.749601,6.775268,13838,82,723504085,54318,"Mertesdorf",2000,"2010-08-19",4778931,254,4779,64516,0.064516,74.0735786471573
"547",547,"E31238010000000000000013032718701","2000","29.10.2010",7143202,50.632995,7.852586,107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993,235,3559,55225,0.055225,64.4453236758714
"548",548,"E31238010000000000000013032718703","2000","29.10.2010",7143202,50.635188,7.855206,107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993,161,3559,25921,0.025921,137.301531576714
"549",549,"E31238010000000000000013032718704","2000","29.10.2010",7143202,50.634217,7.85431,107,82,714302259,57629,"Lochum",2000,"2010-10-29",3558993,161,3559,25921,0.025921,137.301531576714
"550",550,"E31238010000000000000013032718705","2000","3.11.2010",7143202,50.633194,7.855452,107,82,714302259,57629,"Lochum",2000,"2010-11-03",3558993,180,3559,32400,0.0324,109.845462962963
"551",551,"E31238010000000000000013032737699","2000","28.10.2010",7143202,50.634992,7.852707,107,82,714302259,57629,"Lochum",2000,"2010-10-28",3558993,184,3559,33856,0.033856,105.121485113422
"552",552,"E31238010000000000000013604606370","2050","3.2.2011",7140064,50.064771,7.525792,100,925,714003064,56288,"Kastellaun",2050,"2011-02-03",3670321,718,3670,515524,0.515524,7.11959288025388
"553",553,"E31238010000000000000013698603179","800","24.11.2010",7235068,49.648067,6.665281,73,53,723508081,54429,"Mandern",800,"2010-11-24",1219158,198,1219,39204,0.039204,31.0977961432507
"554",554,"E31238010000000000000013698603184","800","12.11.2010",7235068,49.649386,6.665775,73,53,723508081,54429,"Mandern",800,"2010-11-12",1219158,198,1219,39204,0.039204,31.0977961432507
"555",555,"E31238010000000000000013698603185","800","12.11.2010",7235068,49.647157,6.663391,73,53,723508081,54429,"Mandern",800,"2010-11-12",1219158,222,1219,49284,0.049284,24.7373995617239
"556",556,"E31238010000000000000013823808944","2050","30.3.2011",7140087,50.095527,7.590104,100,92,714009087,56291,"Lingerhahn",2050,"2011-03-30",4441335,323,4441,104329,0.104329,42.5704741730487
"557",557,"E31238010000000000000013823817507","2050","22.3.2011",7140087,50.089985,7.586088,100,92,714009087,56291,"Lingerhahn",2050,"2011-03-22",4441335,312,4441,97344,0.097344,45.6251540927022
"558",558,"E31238010000000000000013823817508","2050","18.3.2011",7140087,50.092098,7.585397,100,92,714009087,56291,"Lingerhahn",2050,"2011-03-18",4441335,312,4441,97344,0.097344,45.6251540927022
"559",559,"E31238010000000000000013823817509","2050","25.3.2011",7140087,50.093625,7.591935,100,92,714009087,56291,"Lingerhahn",2050,"2011-03-25",4441335,323,4441,104329,0.104329,42.5704741730487
"560",560,"E31238010000000000000013823905752","2300","18.5.2011",7339062,49.97566,7.78635,138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-18",4078871,386,4079,148996,0.148996,27.3757080726999
"561",561,"E31238010000000000000013823917675","2300","27.5.2011",7339062,49.9765,7.78238,138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-27",4078871,390,4079,152100,0.1521,26.8170348454964
"562",562,"E31238010000000000000013823917677","2300","26.5.2011",7339062,49.97496,7.79034,138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-26",4078871,316,4079,99856,0.099856,40.8475304438391
"563",563,"E31238010000000000000013823917678","2300","18.5.2011",7339062,49.97298,7.79178,138,82,733901062,55425,"Waldalgesheim",2300,"2011-05-18",4078871,316,4079,99856,0.099856,40.8475304438391
"564",564,"E31238010000000000000013823920866","3050","26.10.2012",7339062,49.97208,7.79765,135,101,733901062,55425,"Waldalgesheim",3050,"2012-10-26",5721788,473,5722,223729,0.223729,25.5746371726508
"566",566,"E31238010000000000000014024360039","2000","5.1.2011",7135033,50.253994,7.195114,105,90,713502045,56759,"Kaisersesch",2000,"2011-01-05",3264099,348,3264,121104,0.121104,26.9528586999604
"567",567,"E31238010000000000000014024360040","2000","7.1.2011",7135033,50.258818,7.19365,105,90,713502045,56759,"Kaisersesch",2000,"2011-01-07",3264099,413,3264,170569,0.170569,19.1365312571452
"568",568,"E31238010000000000000014024360041","2000","21.12.2011",7135045,50.255984,7.192976,105,90,713502045,56759,"Kaisersesch",2000,"2011-12-21",3282018,348,3282,121104,0.121104,27.1008224336108
"570",570,"E31238010000000000000014044562753","2300","23.12.2010",7140010,50.118379,7.445045,138,82,714003010,56290,"Beltheim",2300,"2010-12-23",4796518,322,4797,103684,0.103684,46.2609274333552
"571",571,"E31238010000000000000014044562755","2300","23.12.2010",7140010,50.120114,7.44286,138,82,714003010,56290,"Beltheim",2300,"2010-12-23",4796518,322,4797,103684,0.103684,46.2609274333552
"572",572,"E31238010000000000000014044818637","2300","23.12.2010",7140010,50.115403,7.453489,138,82,714003010,56290,"Beltheim",2300,"2010-12-23",5151377,505,5151,255025,0.255025,20.1994980884227
"573",573,"E31238010000000000000014044818640","2300","24.12.2010",7140010,50.116703,7.44844,138,82,714003010,56290,"Beltheim",2300,"2010-12-24",5151377,398,5151,158404,0.158404,32.5204982197419
"574",574,"E31238010000000000000014092258628","2300","15.12.2010",7135042,50.206613,7.1723,85,70,713502042,56814,"Illerich",2300,"2010-12-15",3185259,838,3185,702244,0.702244,4.53582942680891
"575",575,"E31238010000000000000014538613981","2000","11.2.2011",7232258,50.078323,6.33148,138,82,723201258,54649,"Lauperath",2000,"2011-02-11",5083655,171,5084,29241,0.029241,173.853664375363
"576",576,"E31238010000000000000014865212580","2000","23.3.2011",7137068,50.29464,7.208048,105,90,713703074,56729,"Monreal",2000,"2011-03-23",3131523,753,3132,567009,0.567009,5.522880589197
"577",577,"E31238010000000000000014865222444","2000","29.3.2011",7137068,50.290759,7.202589,105,90,713703074,56729,"Monreal",2000,"2011-03-29",3131523,753,3132,567009,0.567009,5.522880589197
"578",578,"E31238010000000000000015228514816","2300","17.6.2011",7231204,49.784017,6.938028,138,82,723106035,54424,"Gielert",2300,"2011-06-17",3728298,303,3728,91809,0.091809,40.6092866712414
"579",579,"E31238010000000000000015228514817","2300","29.6.2011",7231204,49.777017,6.953028,138,82,723106035,54424,"Gielert",2300,"2011-06-29",3728298,436,3728,190096,0.190096,19.6127114720983
"580",580,"E31238010000000000000015228518435","2300","29.5.2012",7231006,49.780793,6.955115,13838,82,723106035,54424,"Gielert",2300,"2012-05-29",3728298,582,3728,338724,0.338724,11.0068905657704
"581",581,"E31238010000000000000015252658011","2300","12.8.2011",7232024,49.839039,6.531174,1384,82,723507501,54298,"Welschbillig",2300,"2011-08-11",4826593,375,4827,140625,0.140625,34.3224391111111
"582",582,"E31238010000000000000015252658014","2300","12.8.2011",7232024,49.842335,6.531961,1384,82,723507501,54298,"Welschbillig",2300,"2011-08-10",4826593,337,4827,113569,0.113569,42.4992119328338
"583",583,"E31238010000000000000015252658015","2300","17.11.2012",7232024,49.843067,6.53703,1384,82,723507501,54298,"Welschbillig",2300,"2012-11-17",4826593,376,4827,141376,0.141376,34.1401157197827
"584",584,"E31238010000000000000015403445487","2500","28.6.2011",7131211,50.408029,7.170577,100,90,713104211,56745,"Weibern",2500,"2011-06-28",3206689,337,3207,113569,0.113569,28.2356012644296
"585",585,"E31238010000000000000015403446541","2500","28.6.2011",7131211,50.398376,7.159579,100,90,713104211,56745,"Weibern",2500,"2011-06-28",3206689,333,3207,110889,0.110889,28.9180080981883
"586",586,"E31238010000000000000015868338222","2300","19.10.2011",7140122,49.99611,7.38836,138,82,714004067,55481,"Kirchberg",2300,"2011-10-19",4315977,377,4316,142129,0.142129,30.3666176501629
"587",587,"E31238010000000000000015868339714","2300","12.10.2011",7140122,49.99351,7.38809,138,82,714004067,55481,"Kirchberg",2300,"2011-10-12",4315977,377,4316,142129,0.142129,30.3666176501629
"588",588,"E31238010000000000000015868339715","2300","18.10.2011",7140062,49.99975,7.38551,138,82,714004067,55481,"Kirchberg",2300,"2011-10-18",4315977,322,4316,103684,0.103684,41.6262586319972
"589",589,"E31238010000000000000015877515598","3050","7.4.2014",7232258,50.074867,6.331567,135,110,723201258,54649,"Lauperath",3050,"2014-04-07",6540446,399,6540,159201,0.159201,41.0829454588853
"590",590,"E31238010000000000000016243661581","2000","24.8.2011",7131211,50.399956,7.156931,108,82,713104211,56745,"Weibern",2000,"2011-08-24",4577413,333,4577,110889,0.110889,41.2792341891441
"591",591,"E31238010000000000000016243661584","2000","24.8.2011",7137049,50.401402,7.160624,108,82,713704093,56745,"Rieden",2000,"2011-08-24",4577413,311,4577,96721,0.096721,47.3259478293235
"592",592,"E31238010000000000000016243661586","2000","24.8.2011",7131211,50.403488,7.161519,108,82,713104211,56745,"Weibern",2000,"2011-08-24",4577413,311,4577,96721,0.096721,47.3259478293235
"593",593,"E31238010000000000000016243661587","2000","25.8.2011",7137049,50.402727,7.171079,108,82,713704093,56745,"Rieden",2000,"2011-08-25",4577413,337,4577,113569,0.113569,40.3051272794513
"594",594,"E31238010000000000000016243661588","2300","27.1.2012",7137049,50.403535,7.167639,113,70,713704093,56745,"Rieden",2300,"2012-01-27",3916107,337,3916,113569,0.113569,34.4821826378677
"595",595,"E31238010000000000000016243661589","2300","15.2.2012",7131211,50.410798,7.173993,113,70,713104211,56745,"Weibern",2300,"2012-02-16",3916107,313,3916,97969,0.097969,39.9729200053078
"609",609,"E31238010000000000000016959918840","2300","26.9.2011",7232095,49.9,6.3,108,82,723205080,54675,"Mettendorf",2300,"2011-09-26",3906128,136,3906,18496,0.018496,211.187716262976
"610",610,"E31238010000000000000016991762747","3370","12.10.2011",7140144,50.039265,7.524465,128,104,714008144,55469,"Simmern",3370,"2011-10-12",4960205,408,4960,166464,0.166464,29.7974637158785
"611",611,"E31238010000000000000016991762748","3370","10.11.2011",7140144,50.033013,7.508018,128,104,714008144,55469,"Simmern",3370,"2011-11-10",4960205,480,4960,230400,0.2304,21.5286675347222
"612",612,"E31238010000000000000016991762749","3370","27.10.2011",7140144,50.038665,7.512687,128,104,714008144,55469,"Simmern",3370,"2011-10-27",4960205,498,4960,248004,0.248004,20.0005040241286
"613",613,"E31238010000000000000016991762750","3370","25.10.2011",7140144,50.042025,7.51384,128,104,714008144,55469,"Simmern",3370,"2011-10-25",4960205,498,4960,248004,0.248004,20.0005040241286
"614",614,"E31238010000000000000016991762751","3370","1.11.2011",7140144,50.041524,7.521841,128,104,714008144,55469,"Simmern",3370,"2011-11-01",4960205,408,4960,166464,0.166464,29.7974637158785
"615",615,"E31238010000000000000016991762752","3370","8.11.2011",7140144,50.034228,7.503221,128,104,714008144,55469,"Simmern",3370,"2011-11-08",4960205,480,4960,230400,0.2304,21.5286675347222
"616",616,"E31238010000000000000017426823324","2300","17.11.2011",7140062,50.00778,7.388,138,82,714004067,55481,"Kirchberg",2300,"2011-11-17",4315977,322,4316,103684,0.103684,41.6262586319972
"617",617,"E31238010000000000000017426823325","2300","10.11.2011",7140122,50.00031,7.39611,138,82,714004067,55481,"Kirchberg",2300,"2011-11-10",4315977,379,4316,143641,0.143641,30.0469712686489
"618",618,"E31238010000000000000017426823326","2300","17.11.2011",7140062,50.00557,7.38842,138,82,714004067,55481,"Kirchberg",2300,"2011-11-17",4315977,322,4316,103684,0.103684,41.6262586319972
"619",619,"E31238010000000000000017426823327","2300","10.11.2011",7140122,49.99774,7.39747,138,82,714004067,55481,"Kirchberg",2300,"2011-11-10",4315977,393,4316,154449,0.154449,27.9443505623215
"620",620,"E31238010000000000000017426823328","2300","21.11.2011",7140122,49.997279,7.403123,138,82,714004067,55481,"Kirchberg",2300,"2011-11-21",4315977,425,4316,180625,0.180625,23.8946823529412
"621",621,"E31238010000000000000017426823330","2300","17.11.2011",7140122,49.99447,7.40446,138,82,714004067,55481,"Kirchberg",2300,"2011-11-17",4315977,425,4316,180625,0.180625,23.8946823529412
"622",622,"E31238010000000000000017426823331","2300","17.12.2011",7140122,50.0022,7.39329,138,82,714004067,55481,"Kirchberg",2300,"2011-12-17",4315977,344,4316,118336,0.118336,36.4722231611682
"623",623,"E31238010000000000000017426823332","2300","8.12.2011",7140122,50.00432,7.39162,138,82,714004067,55481,"Kirchberg",2300,"2011-12-08",4315977,344,4316,118336,0.118336,36.4722231611682
"624",624,"E31238010000000000000017426823334","2300","30.11.2011",7140062,50.00965,7.38608,138,82,714004067,55481,"Kirchberg",2300,"2011-11-30",4315977,324,4316,104976,0.104976,41.1139403292181
"625",625,"E31238010000000000000017426823335","2300","19.12.2011",7140122,50.01261,7.38744,138,82,714004067,55481,"Kirchberg",2300,"2011-12-19",4315977,320,4316,102400,0.1024,42.148212890625
"626",626,"E31238010000000000000017426823336","2300","23.12.2011",7140062,50.00926,7.37629,138,82,714004067,55481,"Kirchberg",2300,"2011-12-23",4315977,394,4316,155236,0.155236,27.8026810791311
"627",627,"E31238010000000000000017426823337","2300","15.12.2011",7140062,50.01192,7.37721,138,82,714004067,55481,"Kirchberg",2300,"2011-12-15",4315977,394,4316,155236,0.155236,27.8026810791311
"628",628,"E31238010000000000000017426823338","2300","30.12.2011",7140123,49.99968,7.41075,138,82,714004067,55481,"Kirchberg",2300,"2011-12-30",4315977,792,4316,627264,0.627264,6.88063877410468
"629",629,"E31238010000000000000017426823339","2300","30.12.2011",7140123,49.99422,7.41235,138,82,714004067,55481,"Kirchberg",2300,"2011-12-30",4315977,410,4316,168100,0.1681,25.6750565139798
"630",630,"E31238010000000000000017426823340","2300","30.11.2011",7140062,49.99755,7.384967,138,82,714004067,55481,"Kirchberg",2300,"2011-11-30",4315977,322,4316,103684,0.103684,41.6262586319972
"631",631,"E31238010000000000000017426837219","2300","1.2.2012",7140123,49.99261,7.41596,138,82,714004067,55481,"Kirchberg",2300,"2012-02-01",4315977,410,4316,168100,0.1681,25.6750565139798
"632",632,"E31238010000000000000017426837220","2300","13.2.2012",7140071,49.97957,7.3791,138,82,714004067,55481,"Kirchberg",2300,"2012-02-13",4315977,644,4316,414736,0.414736,10.4065646579993
"633",633,"E31238010000000000000017426837221","2300","10.2.2012",7140071,49.9775,7.37299,138,82,714004067,55481,"Kirchberg",2300,"2012-02-10",4315977,323,4316,104329,0.104329,41.3689098908261
"634",634,"E31238010000000000000017426837222","2300","30.12.2011",7140071,49.97566,7.37494,138,82,714004067,55481,"Kirchberg",2300,"2011-12-30",4315977,323,4316,104329,0.104329,41.3689098908261
"635",635,"E31238010000000000000017426837223","2300","10.2.2012",7140094,49.9748,7.37832,138,82,714004067,55481,"Kirchberg",2300,"2012-02-10",4315977,339,4316,114921,0.114921,37.5560341451954
"636",636,"E31238010000000000000017469738276","2300","19.12.2011",7140101,50.022259,7.510464,138,82,714004067,55481,"Kirchberg",2300,"2011-12-19",3641552,706,3642,498436,0.498436,7.3059570336011
"639",639,"E31238010000000000000017901225101","3370","11.2.2012",7331003,49.76506,8.05435,128,104,733101043,55237,"Lonsheim",3370,"2012-02-11",5846961,446,5847,198916,0.198916,29.3941211365602
"640",640,"E31238010000000000000017901225106","3370","30.1.2012",7331003,49.76888,8.05842,128,104,733101043,55237,"Lonsheim",3370,"2012-01-30",5846961,435,5847,189225,0.189225,30.8995164486722
"641",641,"E31238010000000000000017901225107","3400","13.2.2012",7331003,49.76369,8.06296,128,104,733101043,55237,"Lonsheim",3370,"2012-02-11",5846961,419,5847,175561,0.175561,33.3044411913808
"642",642,"E31238010000000000000017901225108","3370","15.1.2012",7331003,49.77034,8.06404,128,104,733101043,55237,"Lonsheim",3370,"2012-01-15",5846961,418,5847,174724,0.174724,33.4639831963554
"643",643,"E31238010000000000000017901225109","3370","25.2.2012",7331003,49.75874,8.0526,128,104,733101043,55237,"Lonsheim",3370,"2012-02-23",5846961,433,5847,187489,0.187489,31.1856215564646
"644",644,"E31238010000000000000017901225110","3370","17.2.2012",7331003,49.7656,8.05962,128,104,733101043,55237,"Lonsheim",3370,"2012-02-17",5846961,405,5847,164025,0.164025,35.6467672610883
"645",645,"E31238010000000000000017901225111","3400","11.2.2012",7331003,49.76755,8.06719,128,104,733101043,55237,"Lonsheim",3370,"2012-02-13",5846961,430,5847,184900,0.1849,31.6222877230936
"646",646,"E31238010000000000000017901225112","3400","23.2.2012",7331003,49.75531,8.05962,128,104,733101043,55237,"Lonsheim",3370,"2012-02-25",5846961,504,5847,254016,0.254016,23.0180815381708
